Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Product,Category,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method
ORD00019,2025-10-27,CUST0927,Customer_234,East,West Bengal,Chair,Furniture,1,244.94,5,232.69,16.94,UPI
ORD00020,2025-12-09,CUST1312,Customer_52,West,Maharashtra,Printer,Electronics,3,337.43,20,809.83,116.19,UPI
ORD00021,2025-10-18,CUST0099,Customer_339,East,West Bengal,Laptop,Electronics,5,1607.91,20,6431.64,403.04,Card
ORD00022,2025-04-18,CUST1106,Customer_1346,South,Tamil Nadu,Chair,Furniture,4,1599.23,15,5437.38,546.55,Cash
ORD00023,2025-01-28,CUST0251,Customer_120,West,Maharashtra,Desk,Furniture,9,1944.71,0,17502.39,1349.63,UPI
ORD00024,2025-12-21,CUST0661,Customer_840,North,Delhi,Desk,Furniture,8,575.3,5,4372.28,938.24,Card
ORD00025,2025-05-23,CUST0204,Customer_1272,East,West Bengal,Phone,Electronics,1,1069.62,5,1016.14,74.13,Cash
ORD00026,2025-09-08,CUST1024,Customer_605,North,Delhi,Notebook,Stationery,7,1220.72,5,8117.79,1225.29,Card
ORD00027,2025-01-01,CUST0973,Customer_958,West,Maharashtra,Phone,Electronics,8,1539.21,0,12313.68,886.27,Cash
ORD00028,2025-03-24,CUST1016,Customer_633,East,West Bengal,Chair,Furniture,8,669.08,0,5352.64,1125.02,UPI
ORD00029,2025-11-06,CUST1395,Customer_164,North,Delhi,Desk,Furniture,4,1866.31,0,7465.24,719.56,UPI
ORD00030,2025-01-20,CUST0812,Customer_709,East,West Bengal,Printer,Electronics,10,1164.19,5,11059.81,1886.57,UPI
ORD00031,2025-02-17,CUST1479,Customer_1366,South,Tamil Nadu,Printer,Electronics,5,364.07,5,1729.33,104.89,Net Banking
ORD00032,2025-12-06,CUST0132,Customer_1157,South,Tamil Nadu,Desk,Furniture,9,250.33,0,2252.97,615.18,Cash
ORD00033,2025-10-02,CUST0432,Customer_171,North,Delhi,Phone,Electronics,10,133.62,20,1068.96,167.63,Net Banking
ORD00034,2025-05-04,CUST1031,Customer_1196,West,Maharashtra,Printer,Electronics,8,1643.54,20,10518.66,840.45,Net Banking
ORD00035,2025-06-19,CUST1489,Customer_73,South,Tamil Nadu,Phone,Electronics,5,1333.35,15,5666.74,964.38,UPI
ORD00036,2025-06-07,CUST0592,Customer_1319,East,West Bengal,Desk,Furniture,6,1592.54,0,9555.24,1808.19,UPI
ORD00037,2025-06-25,CUST1262,Customer_1007,North,Delhi,Laptop,Electronics,8,857.07,10,6170.9,1584.32,Card
ORD00038,2025-06-12,CUST0850,Customer_1484,North,Delhi,Desk,Furniture,3,432.05,10,1166.54,194.85,Card
ORD00039,2025-11-09,CUST1427,Customer_721,West,Maharashtra,Phone,Electronics,4,1648.93,5,6265.93,1016.98,UPI
ORD00040,2025-04-02,CUST0172,Customer_151,West,Maharashtra,Laptop,Electronics,7,1276.47,5,8488.53,1462.64,Net Banking
ORD00041,2025-02-21,CUST0353,Customer_654,South,Tamil Nadu,Desk,Furniture,5,1836.92,10,8266.14,2275.75,Card
ORD00042,2025-11-30,CUST1313,Customer_337,East,West Bengal,Laptop,Electronics,10,970.96,5,9224.12,816.45,UPI
ORD00043,2025-07-12,CUST1393,Customer_573,South,Tamil Nadu,Chair,Furniture,2,1002.09,20,1603.34,434.01,Card
ORD00044,2025-06-12,CUST0771,Customer_1231,South,Tamil Nadu,Chair,Furniture,10,1277.86,5,12139.67,2465.15,Card
ORD00045,2025-08-02,CUST0383,Customer_680,North,Delhi,Notebook,Stationery,9,1550.66,15,11862.55,1788.36,Card
ORD00046,2025-07-29,CUST0661,Customer_821,West,Maharashtra,Phone,Electronics,2,690.08,20,1104.13,193.15,Net Banking
ORD00047,2025-02-03,CUST0334,Customer_565,North,Delhi,Notebook,Stationery,7,368.84,0,2581.88,224.35,UPI
ORD00048,2025-01-07,CUST0369,Customer_1295,South,Tamil Nadu,Desk,Furniture,2,915.35,10,1647.63,439.68,Net Banking
ORD00049,2025-06-24,CUST1144,Customer_378,West,Maharashtra,Laptop,Electronics,3,888.23,10,2398.22,696.01,UPI
ORD00050,2025-08-31,CUST0908,Customer_500,North,Delhi,Notebook,Stationery,5,95.14,5,451.91,75.28,UPI
ORD00051,2025-10-06,CUST0291,Customer_10,South,Tamil Nadu,Desk,Furniture,7,1159.03,15,6896.23,868.07,Net Banking
ORD00052,2025-07-03,CUST0760,Customer_1437,East,West Bengal,Notebook,Stationery,2,897.52,5,1705.29,425.53,Net Banking
ORD00053,2025-10-22,CUST0640,Customer_1052,East,West Bengal,Chair,Furniture,4,1469.12,0,5876.48,337.11,Cash
ORD00054,2025-06-01,CUST0876,Customer_812,West,Maharashtra,Phone,Electronics,1,326.44,10,293.8,19.88,UPI
ORD00055,2025-09-28,CUST0915,Customer_342,East,West Bengal,Chair,Furniture,9,1051.62,10,8518.12,447.62,Card
ORD00056,2025-07-08,CUST1027,Customer_329,West,Maharashtra,Chair,Furniture,1,635.92,0,635.92,153.91,Card
ORD00057,2025-02-15,CUST0993,Customer_1249,West,Maharashtra,Desk,Furniture,2,1812.27,10,3262.09,700.91,Card
ORD00058,2025-07-21,CUST0002,Customer_877,East,West Bengal,Desk,Furniture,10,185.88,0,1858.8,538.8,Card
ORD00059,2025-04-20,CUST0659,Customer_1401,South,Tamil Nadu,Printer,Electronics,7,1564.38,15,9308.06,1782.52,Card
ORD00060,2025-10-28,CUST1154,Customer_1261,West,Maharashtra,Printer,Electronics,2,1188.34,10,2139.01,258.78,Net Banking
ORD00061,2025-12-01,CUST1480,Customer_1338,West,Maharashtra,Laptop,Electronics,7,310.29,0,2172.03,378.34,Net Banking
ORD00062,2025-11-25,CUST0595,Customer_674,West,Maharashtra,Phone,Electronics,10,546.69,5,5193.56,412.69,Card
ORD00063,2025-08-17,CUST0376,Customer_100,North,Delhi,Phone,Electronics,4,703.47,0,2813.88,341.16,UPI
ORD00064,2025-04-01,CUST0072,Customer_488,North,Delhi,Desk,Furniture,8,1641.83,15,11164.44,2412.29,Card
ORD00065,2025-09-05,CUST1298,Customer_889,South,Tamil Nadu,Notebook,Stationery,2,1154.53,15,1962.7,565.44,Cash
ORD00066,2025-09-02,CUST0405,Customer_1088,South,Tamil Nadu,Laptop,Electronics,2,783.09,20,1252.94,103.8,Cash
ORD00067,2025-03-28,CUST1491,Customer_1293,East,West Bengal,Laptop,Electronics,1,58.98,5,56.03,6.77,Cash
ORD00068,2025-06-10,CUST0262,Customer_920,West,Maharashtra,Laptop,Electronics,7,1289.41,5,8574.58,1501.67,Cash
ORD00069,2025-11-13,CUST1151,Customer_136,South,Tamil Nadu,Desk,Furniture,2,1738.39,0,3476.78,474.26,UPI
ORD00070,2025-03-16,CUST0306,Customer_267,North,Delhi,Notebook,Stationery,10,1403.73,0,14037.3,2230.69,UPI
ORD00071,2025-07-14,CUST0241,Customer_258,South,Tamil Nadu,Laptop,Electronics,8,1936.48,15,13168.06,1840.13,Cash
ORD00072,2025-02-28,CUST1079,Customer_828,West,Maharashtra,Laptop,Electronics,8,805.36,20,5154.3,1434.1,UPI
ORD00073,2025-11-25,CUST1411,Customer_963,South,Tamil Nadu,Desk,Furniture,6,1065.05,10,5751.27,1354.18,Cash
ORD00074,2025-07-19,CUST1216,Customer_857,East,West Bengal,Printer,Electronics,7,829.05,10,5223.01,1362.63,Cash
ORD00075,2025-08-23,CUST0112,Customer_991,West,Maharashtra,Laptop,Electronics,9,212.12,20,1527.26,383.33,Card
ORD00076,2025-03-11,CUST0607,Customer_310,South,Tamil Nadu,Printer,Electronics,1,935.63,15,795.29,232.33,Card
ORD00077,2025-01-17,CUST0178,Customer_1161,South,Tamil Nadu,Notebook,Stationery,3,400.49,0,1201.47,126.5,Card
ORD00078,2025-05-02,CUST0962,Customer_546,North,Delhi,Phone,Electronics,10,1727.36,10,15546.24,2051.59,Net Banking
ORD00079,2025-07-09,CUST0652,Customer_666,South,Tamil Nadu,Notebook,Stationery,1,1841.89,5,1749.8,94.54,Net Banking
ORD00080,2025-06-01,CUST0603,Customer_1222,West,Maharashtra,Notebook,Stationery,7,712.87,0,4990.09,631.96,Net Banking
ORD00081,2025-04-19,CUST0346,Customer_1347,West,Maharashtra,Printer,Electronics,5,1129.38,20,4517.52,373.29,UPI
ORD00082,2025-11-14,CUST0465,Customer_810,South,Tamil Nadu,Notebook,Stationery,7,1027.31,20,5752.94,800.63,UPI
ORD00083,2025-05-29,CUST1372,Customer_253,West,Maharashtra,Phone,Electronics,5,1461.69,5,6943.03,751.97,UPI
ORD00084,2025-08-26,CUST1192,Customer_592,South,Tamil Nadu,Chair,Furniture,1,1142.02,10,1027.82,79.15,UPI
ORD00085,2025-12-14,CUST0967,Customer_31,East,West Bengal,Printer,Electronics,1,899.1,10,809.19,176.59,Card
ORD00086,2025-06-15,CUST0147,Customer_1086,West,Maharashtra,Notebook,Stationery,4,882.57,20,2824.22,330.06,UPI
ORD00087,2025-07-26,CUST0223,Customer_1302,West,Maharashtra,Chair,Furniture,1,756.06,10,680.45,81.36,UPI
ORD00088,2025-04-25,CUST0184,Customer_1060,South,Tamil Nadu,Laptop,Electronics,7,184.73,15,1099.14,267.22,UPI
ORD00089,2025-02-18,CUST0812,Customer_1339,South,Tamil Nadu,Laptop,Electronics,8,788.11,10,5674.39,538.95,UPI
ORD00090,2025-06-12,CUST0867,Customer_186,West,Maharashtra,Desk,Furniture,5,644.4,20,2577.6,196.59,Net Banking
ORD00091,2025-09-15,CUST0129,Customer_256,West,Maharashtra,Chair,Furniture,5,964.54,10,4340.43,970.16,Cash
ORD00092,2025-04-17,CUST0627,Customer_575,West,Maharashtra,Notebook,Stationery,8,1447.55,20,9264.32,1419.51,Card
ORD00093,2025-06-02,CUST0692,Customer_474,North,Delhi,Printer,Electronics,9,150.85,15,1154,70.07,Net Banking
ORD00094,2025-05-27,CUST0296,Customer_1489,West,Maharashtra,Printer,Electronics,10,1994.16,5,18944.52,1947.97,UPI
ORD00095,2025-10-13,CUST0978,Customer_631,West,Maharashtra,Chair,Furniture,5,1498.85,5,7119.54,1195.65,Card
ORD00096,2025-02-01,CUST0055,Customer_128,South,Tamil Nadu,Chair,Furniture,2,1318.7,0,2637.4,523.63,Net Banking
ORD00097,2025-01-29,CUST0906,Customer_468,South,Tamil Nadu,Notebook,Stationery,10,1206.41,10,10857.69,2802.84,Cash
ORD00098,2025-05-07,CUST0011,Customer_723,South,Tamil Nadu,Chair,Furniture,8,1517.79,5,11535.2,1187.96,UPI
ORD00099,2025-03-09,CUST1147,Customer_340,South,Tamil Nadu,Chair,Furniture,2,1446.45,15,2458.97,475.32,Cash
ORD00100,2025-09-23,CUST0373,Customer_1359,East,West Bengal,Phone,Electronics,1,136.44,0,136.44,35.95,Net Banking
ORD00101,2025-08-27,CUST1000,Customer_701,East,West Bengal,Desk,Furniture,10,399.69,5,3797.05,272.55,Net Banking
ORD00102,2025-05-25,CUST1135,Customer_675,North,Delhi,Chair,Furniture,5,965.61,15,4103.84,868.61,Cash
ORD00103,2025-07-28,CUST1050,Customer_562,East,West Bengal,Printer,Electronics,1,1590.15,5,1510.64,131.97,UPI
ORD00104,2025-04-16,CUST1308,Customer_830,West,Maharashtra,Phone,Electronics,9,297,20,2138.4,598.18,Card
ORD00105,2025-02-13,CUST0342,Customer_826,South,Tamil Nadu,Printer,Electronics,6,496.84,5,2831.99,439.65,Net Banking
ORD00106,2025-08-08,CUST1037,Customer_349,West,Maharashtra,Chair,Furniture,10,399.41,15,3394.99,705.88,UPI
ORD00107,2025-02-11,CUST0911,Customer_1077,North,Delhi,Printer,Electronics,7,1064.93,20,5963.61,650.11,UPI
ORD00108,2025-04-28,CUST0569,Customer_1060,South,Tamil Nadu,Printer,Electronics,10,1995.26,15,16959.71,3178.8,UPI
ORD00109,2025-01-10,CUST0796,Customer_1180,South,Tamil Nadu,Notebook,Stationery,6,1977.99,5,11274.54,1553.67,Cash
ORD00110,2025-11-06,CUST1014,Customer_1445,South,Tamil Nadu,Notebook,Stationery,7,1589.14,10,10011.58,1713.58,UPI
ORD00111,2025-11-28,CUST0309,Customer_1181,South,Tamil Nadu,Printer,Electronics,2,1000.97,0,2001.94,366.05,Card
ORD00112,2025-04-05,CUST1180,Customer_1384,East,West Bengal,Laptop,Electronics,8,1948.55,10,14029.56,894.64,Card
ORD00113,2025-05-04,CUST0988,Customer_367,West,Maharashtra,Notebook,Stationery,8,1021.67,0,8173.36,546.94,Net Banking
ORD00114,2025-12-08,CUST1243,Customer_1306,East,West Bengal,Phone,Electronics,9,900.9,15,6891.88,451.24,UPI
ORD00115,2025-02-20,CUST1077,Customer_788,West,Maharashtra,Notebook,Stationery,4,67.51,5,256.54,21.24,UPI
ORD00116,2025-11-05,CUST1091,Customer_264,East,West Bengal,Chair,Furniture,4,1239.62,20,3966.78,1085.34,Cash
ORD00117,2025-09-08,CUST1130,Customer_306,East,West Bengal,Chair,Furniture,10,1504.42,10,13539.78,2789.34,Net Banking
ORD00118,2025-12-07,CUST1387,Customer_247,North,Delhi,Desk,Furniture,1,1995.84,0,1995.84,587.32,Card
ORD00119,2025-11-28,CUST0317,Customer_1183,East,West Bengal,Desk,Furniture,7,1017.32,10,6409.12,497.74,Card
ORD00120,2025-05-29,CUST0502,Customer_138,East,West Bengal,Printer,Electronics,4,652.85,10,2350.26,327.91,Card
ORD00121,2025-09-09,CUST1438,Customer_163,South,Tamil Nadu,Laptop,Electronics,5,277.42,10,1248.39,354.33,UPI
ORD00122,2025-07-01,CUST0897,Customer_529,South,Tamil Nadu,Printer,Electronics,9,1061.56,0,9554.04,1053.31,UPI
ORD00123,2025-10-10,CUST1217,Customer_1377,North,Delhi,Printer,Electronics,6,1505.93,5,8583.8,951.76,Net Banking
ORD00124,2025-03-28,CUST0797,Customer_942,East,West Bengal,Laptop,Electronics,2,1196.77,20,1914.83,213.14,Card
ORD00125,2025-04-30,CUST0641,Customer_1333,North,Delhi,Chair,Furniture,8,135.93,0,1087.44,149.4,UPI
ORD00126,2025-08-11,CUST0783,Customer_821,South,Tamil Nadu,Phone,Electronics,6,1759.18,10,9499.57,1992.56,Cash
ORD00127,2025-03-30,CUST1294,Customer_1317,West,Maharashtra,Laptop,Electronics,9,1524.79,0,13723.11,1604.72,Card
ORD00128,2025-04-17,CUST0057,Customer_898,West,Maharashtra,Chair,Furniture,5,1205.98,10,5426.91,1089.52,Card
ORD00129,2025-06-24,CUST0963,Customer_180,East,West Bengal,Laptop,Electronics,2,651.55,5,1237.94,124.36,Card
ORD00130,2025-11-29,CUST0705,Customer_475,South,Tamil Nadu,Printer,Electronics,3,454.12,15,1158.01,128.98,Cash
ORD00131,2025-09-22,CUST1088,Customer_247,South,Tamil Nadu,Desk,Furniture,8,401.36,5,3050.34,549.1,Card
ORD00132,2025-11-29,CUST0521,Customer_598,North,Delhi,Notebook,Stationery,6,1635.94,15,8343.29,445.39,Card
ORD00133,2025-09-25,CUST1490,Customer_1247,South,Tamil Nadu,Laptop,Electronics,1,797.79,15,678.12,124.88,UPI
ORD00134,2025-05-06,CUST0370,Customer_186,North,Delhi,Desk,Furniture,8,247.38,5,1880.09,211.11,Net Banking
ORD00135,2025-05-17,CUST1401,Customer_698,North,Delhi,Laptop,Electronics,5,1846.27,10,8308.22,988.7,Net Banking
ORD00136,2025-11-04,CUST1263,Customer_445,East,West Bengal,Phone,Electronics,4,1551.74,15,5275.92,855.18,UPI
ORD00137,2025-08-16,CUST0206,Customer_470,West,Maharashtra,Phone,Electronics,8,796.91,0,6375.28,851.37,UPI
ORD00138,2025-07-16,CUST0276,Customer_55,East,West Bengal,Desk,Furniture,2,732.98,15,1246.07,241.67,UPI
ORD00139,2025-01-10,CUST1330,Customer_1406,South,Tamil Nadu,Phone,Electronics,5,88.4,15,375.7,36.19,Cash
ORD00140,2025-03-01,CUST1391,Customer_1443,East,West Bengal,Chair,Furniture,7,771.11,0,5397.77,1086.47,Cash
ORD00141,2025-12-15,CUST0975,Customer_810,North,Delhi,Chair,Furniture,3,1403.79,0,4211.37,627.1,Net Banking
ORD00142,2026-01-01,CUST0202,Customer_276,South,Tamil Nadu,Desk,Furniture,5,1511.49,0,7557.45,622.58,Card
ORD00143,2025-06-13,CUST0626,Customer_1196,North,Delhi,Laptop,Electronics,7,1122.52,15,6678.99,1628.43,Cash
ORD00144,2025-03-22,CUST0536,Customer_715,East,West Bengal,Notebook,Stationery,1,427.51,10,384.76,89,Cash
ORD00145,2025-06-07,CUST0837,Customer_1201,West,Maharashtra,Desk,Furniture,1,1111.54,5,1055.96,245.37,UPI
ORD00146,2025-03-21,CUST0560,Customer_222,East,West Bengal,Printer,Electronics,4,495.46,5,1882.75,133.61,Card
ORD00147,2025-01-29,CUST0595,Customer_653,North,Delhi,Laptop,Electronics,3,915.02,0,2745.06,347.15,Net Banking
ORD00148,2025-07-29,CUST1043,Customer_200,North,Delhi,Desk,Furniture,3,1504.87,0,4514.61,694.06,Net Banking
ORD00149,2025-04-27,CUST1010,Customer_898,East,West Bengal,Printer,Electronics,10,1645.95,5,15636.52,3732.95,Cash
ORD00150,2025-10-20,CUST0378,Customer_490,West,Maharashtra,Desk,Furniture,1,613.09,5,582.44,67.44,UPI
ORD00151,2025-04-09,CUST0259,Customer_1115,East,West Bengal,Printer,Electronics,5,562.95,15,2392.54,181.38,Net Banking
ORD00152,2025-05-27,CUST0835,Customer_1302,North,Delhi,Notebook,Stationery,1,56.9,20,45.52,3.09,Card
ORD00153,2025-12-28,CUST0843,Customer_1464,West,Maharashtra,Laptop,Electronics,1,1873.54,15,1592.51,391.59,Card
ORD00154,2025-02-12,CUST0326,Customer_920,West,Maharashtra,Laptop,Electronics,2,1951.82,10,3513.28,455.51,Card
ORD00155,2025-04-11,CUST0207,Customer_520,North,Delhi,Desk,Furniture,7,617.75,5,4108.04,416.83,Card
ORD00156,2025-04-26,CUST1359,Customer_642,North,Delhi,Desk,Furniture,3,939.45,10,2536.52,349.59,Net Banking
ORD00157,2025-05-23,CUST1434,Customer_709,South,Tamil Nadu,Printer,Electronics,9,1942.62,0,17483.58,1455.46,UPI
ORD00158,2025-08-22,CUST0743,Customer_1475,West,Maharashtra,Chair,Furniture,7,964.91,0,6754.37,1636.82,Card
ORD00159,2025-05-15,CUST1205,Customer_321,West,Maharashtra,Laptop,Electronics,9,1024.46,10,8298.13,614.05,Cash
ORD00160,2025-09-29,CUST0520,Customer_789,South,Tamil Nadu,Laptop,Electronics,3,850,20,2040,202,Cash
ORD00161,2025-03-05,CUST1474,Customer_870,West,Maharashtra,Chair,Furniture,7,609.19,10,3837.9,1046.82,Card
ORD00162,2025-12-05,CUST0774,Customer_802,North,Delhi,Chair,Furniture,3,370.37,20,888.89,76.96,Card
ORD00163,2025-09-19,CUST1499,Customer_578,North,Delhi,Printer,Electronics,10,216.69,10,1950.21,515.74,Net Banking
ORD00164,2025-11-29,CUST0351,Customer_685,North,Delhi,Notebook,Stationery,4,705.93,5,2682.53,642.7,Cash
ORD00165,2025-09-24,CUST1104,Customer_238,North,Delhi,Phone,Electronics,6,811.83,5,4627.43,503.43,Cash
ORD00166,2025-04-20,CUST1314,Customer_281,West,Maharashtra,Phone,Electronics,1,902.74,20,722.19,96.11,Card
ORD00167,2025-06-15,CUST0083,Customer_439,North,Delhi,Desk,Furniture,5,1009.48,10,4542.66,243.65,Card
ORD00168,2025-02-22,CUST0265,Customer_89,East,West Bengal,Printer,Electronics,5,444.42,15,1888.78,395.06,Card
ORD00169,2025-05-15,CUST1297,Customer_1246,East,West Bengal,Notebook,Stationery,8,1402.2,15,9534.96,2080.59,UPI
ORD00170,2025-02-15,CUST0163,Customer_967,South,Tamil Nadu,Laptop,Electronics,6,605.92,15,3090.19,334.94,Net Banking
ORD00171,2025-12-29,CUST0735,Customer_904,West,Maharashtra,Chair,Furniture,7,1661.52,5,11049.11,648.56,Net Banking
ORD00172,2025-02-12,CUST0378,Customer_707,South,Tamil Nadu,Laptop,Electronics,1,1435.68,0,1435.68,306.24,Cash
ORD00173,2025-02-19,CUST0788,Customer_538,West,Maharashtra,Chair,Furniture,4,234.15,5,889.77,108.01,Card
ORD00174,2025-08-05,CUST0027,Customer_1459,East,West Bengal,Printer,Electronics,10,690.48,5,6559.56,823.45,Net Banking
ORD00175,2025-11-05,CUST0587,Customer_168,North,Delhi,Chair,Furniture,9,1263.13,20,9094.54,2059.26,UPI
ORD00176,2025-04-24,CUST0290,Customer_229,North,Delhi,Printer,Electronics,5,1618.21,20,6472.84,1806.43,Cash
ORD00177,2025-06-14,CUST0280,Customer_1172,East,West Bengal,Phone,Electronics,6,1032.9,15,5267.79,1218.01,Cash
ORD00178,2025-07-31,CUST1335,Customer_1483,East,West Bengal,Notebook,Stationery,9,601.39,15,4600.63,377.89,Card
ORD00179,2025-11-12,CUST1438,Customer_561,East,West Bengal,Phone,Electronics,5,1056.11,5,5016.52,1142.75,Cash
ORD00180,2025-02-05,CUST1470,Customer_1193,North,Delhi,Laptop,Electronics,10,1345.82,15,11439.47,1984.72,Net Banking
ORD00181,2025-07-19,CUST0532,Customer_987,North,Delhi,Printer,Electronics,5,1838.46,20,7353.84,1763.59,Card
ORD00182,2025-12-07,CUST1242,Customer_350,South,Tamil Nadu,Notebook,Stationery,5,197.73,0,988.65,191.11,Card
ORD00183,2025-11-20,CUST0161,Customer_396,West,Maharashtra,Phone,Electronics,2,1280.57,10,2305.03,622.89,UPI
ORD00184,2025-11-12,CUST0042,Customer_1280,South,Tamil Nadu,Desk,Furniture,5,1072.44,0,5362.2,1419.45,Net Banking
ORD00185,2025-04-13,CUST1364,Customer_1057,West,Maharashtra,Printer,Electronics,1,1737.58,5,1650.7,459.91,Cash
ORD00186,2025-07-15,CUST0381,Customer_1422,West,Maharashtra,Laptop,Electronics,8,667.37,5,5072.01,1427.82,UPI
ORD00187,2025-04-22,CUST0208,Customer_433,South,Tamil Nadu,Desk,Furniture,7,1265.74,20,7088.14,873.73,UPI
ORD00188,2025-01-12,CUST0165,Customer_1111,West,Maharashtra,Chair,Furniture,3,492.03,0,1476.09,198.82,UPI
ORD00189,2025-01-20,CUST0232,Customer_1216,West,Maharashtra,Phone,Electronics,9,1831.64,0,16484.76,4308.44,Net Banking
ORD00190,2025-04-02,CUST1306,Customer_927,North,Delhi,Notebook,Stationery,7,1404.36,5,9338.99,1113.4,UPI
ORD00191,2025-04-03,CUST0732,Customer_185,East,West Bengal,Phone,Electronics,10,491.07,10,4419.63,628.34,Card
ORD00192,2025-03-14,CUST0796,Customer_399,West,Maharashtra,Phone,Electronics,8,1355.39,20,8674.5,2410.05,Cash
ORD00193,2025-03-11,CUST0590,Customer_1186,East,West Bengal,Desk,Furniture,3,1400.8,5,3992.28,587.06,Card
ORD00194,2025-04-16,CUST0228,Customer_245,East,West Bengal,Desk,Furniture,3,1237.32,10,3340.76,906.56,Net Banking
ORD00195,2025-10-13,CUST0212,Customer_245,West,Maharashtra,Phone,Electronics,10,1769.42,15,15040.07,997.97,Card
ORD00196,2025-07-17,CUST0074,Customer_1324,West,Maharashtra,Phone,Electronics,3,1909.05,5,5440.79,1210.45,UPI
ORD00197,2025-06-26,CUST1141,Customer_581,East,West Bengal,Desk,Furniture,9,1540.01,15,11781.08,1665.05,Card
ORD00198,2025-06-25,CUST1421,Customer_1155,South,Tamil Nadu,Chair,Furniture,3,918.91,5,2618.89,704.96,UPI
ORD00199,2026-01-01,CUST0580,Customer_560,South,Tamil Nadu,Desk,Furniture,2,811.58,20,1298.53,139.6,Card
ORD00200,2025-06-25,CUST1330,Customer_720,North,Delhi,Chair,Furniture,10,976.61,5,9277.8,629.04,Net Banking
ORD00201,2025-08-30,CUST1226,Customer_868,South,Tamil Nadu,Notebook,Stationery,10,344.87,15,2931.39,757.06,Net Banking
ORD00202,2025-01-31,CUST0925,Customer_964,West,Maharashtra,Phone,Electronics,5,1175.71,5,5584.62,963.54,Net Banking
ORD00203,2025-11-03,CUST0408,Customer_1271,South,Tamil Nadu,Phone,Electronics,8,823.24,5,6256.62,572.45,Net Banking
ORD00204,2025-05-15,CUST1192,Customer_431,North,Delhi,Phone,Electronics,9,254.66,20,1833.55,181.16,UPI
ORD00205,2025-05-09,CUST0441,Customer_530,West,Maharashtra,Printer,Electronics,2,727.52,0,1455.04,291.7,Cash
ORD00206,2025-12-04,CUST0200,Customer_675,South,Tamil Nadu,Printer,Electronics,9,1690.09,10,13689.73,853.46,Cash
ORD00207,2025-08-12,CUST0498,Customer_718,East,West Bengal,Phone,Electronics,10,450.9,5,4283.55,732.13,Net Banking
ORD00208,2025-08-14,CUST0187,Customer_973,South,Tamil Nadu,Phone,Electronics,4,1020.39,15,3469.33,642.82,Net Banking
ORD00209,2025-05-30,CUST1139,Customer_992,West,Maharashtra,Notebook,Stationery,1,384.08,5,364.88,25.88,UPI
ORD00210,2025-08-31,CUST1291,Customer_741,East,West Bengal,Chair,Furniture,9,1544.21,0,13897.89,4155.86,Cash
ORD00211,2026-01-01,CUST0064,Customer_1226,East,West Bengal,Laptop,Electronics,6,1038.57,5,5919.85,1041.19,Net Banking
ORD00212,2025-12-22,CUST0960,Customer_565,West,Maharashtra,Printer,Electronics,3,576.94,10,1557.74,158.75,UPI
